id,stage,winning_character
85842,BATTLEFIELD,FOX
85843,FOUNTAIN_OF_DREAMS,FOX
85844,YOSHIS_STORY,FOX
85845,BATTLEFIELD,MARTH
85846,BATTLEFIELD,MARTH
85847,FINAL_DESTINATION,FOX
85848,FOUNTAIN_OF_DREAMS,FOX
85849,POKEMON_STADIUM,FOX
85850,BATTLEFIELD,MARTH
85851,YOSHIS_STORY,MARTH
85852,DREAMLAND,MARTH
85853,FOUNTAIN_OF_DREAMS,MARTH
85854,BATTLEFIELD,MARTH
85855,YOSHIS_STORY,MARTH
85856,BATTLEFIELD,MARTH
85857,DREAMLAND,MARTH
85858,FOUNTAIN_OF_DREAMS,MARTH
85859,POKEMON_STADIUM,MARTH
85860,FINAL_DESTINATION,MARTH
85861,FINAL_DESTINATION,FOX
85862,DREAMLAND,MARTH
85863,FOUNTAIN_OF_DREAMS,MARTH
85864,FOUNTAIN_OF_DREAMS,FOX
85865,BATTLEFIELD,FOX
85866,DREAMLAND,FOX
85867,FOUNTAIN_OF_DREAMS,FOX
85868,FINAL_DESTINATION,FOX
85869,POKEMON_STADIUM,MARTH
85870,FOUNTAIN_OF_DREAMS,MARTH
85871,BATTLEFIELD,MARTH
85872,DREAMLAND,MARTH
85873,DREAMLAND,MARTH
85874,YOSHIS_STORY,MARTH
85875,POKEMON_STADIUM,MARTH
85876,FINAL_DESTINATION,MARTH
85877,BATTLEFIELD,FOX
85878,YOSHIS_STORY,FOX
85879,DREAMLAND,FOX
85880,POKEMON_STADIUM,MARTH
85881,DREAMLAND,MARTH
85882,FOUNTAIN_OF_DREAMS,MARTH
85883,BATTLEFIELD,FOX
85884,DREAMLAND,FOX
85885,DREAMLAND,FOX
85886,BATTLEFIELD,FOX
85887,FINAL_DESTINATION,MARTH
85888,DREAMLAND,MARTH
85889,YOSHIS_STORY,MARTH
85890,FINAL_DESTINATION,FOX
85891,FOUNTAIN_OF_DREAMS,MARTH
85892,BATTLEFIELD,MARTH
85893,POKEMON_STADIUM,FOX
85894,YOSHIS_STORY,MARTH
85895,POKEMON_STADIUM,MARTH
85896,DREAMLAND,MARTH
85897,POKEMON_STADIUM,FOX
85898,FOUNTAIN_OF_DREAMS,MARTH
85899,DREAMLAND,FOX
85900,YOSHIS_STORY,FOX
85901,BATTLEFIELD,MARTH
85902,DREAMLAND,MARTH
85903,FOUNTAIN_OF_DREAMS,MARTH
85904,FINAL_DESTINATION,MARTH
85905,YOSHIS_STORY,MARTH
85906,POKEMON_STADIUM,MARTH
85907,POKEMON_STADIUM,MARTH
85908,POKEMON_STADIUM,MARTH
85909,YOSHIS_STORY,MARTH
85910,POKEMON_STADIUM,FOX
85911,YOSHIS_STORY,FOX
85912,BATTLEFIELD,FOX
85913,YOSHIS_STORY,FOX
85914,POKEMON_STADIUM,FOX
85915,FINAL_DESTINATION,MARTH
85916,YOSHIS_STORY,MARTH
85917,BATTLEFIELD,MARTH
85918,POKEMON_STADIUM,MARTH
85919,FINAL_DESTINATION,MARTH
85920,DREAMLAND,MARTH
85921,BATTLEFIELD,MARTH
85922,YOSHIS_STORY,MARTH
85923,FOUNTAIN_OF_DREAMS,MARTH
85924,POKEMON_STADIUM,MARTH
85925,FINAL_DESTINATION,FOX
85926,YOSHIS_STORY,MARTH
85927,YOSHIS_STORY,MARTH
85928,FINAL_DESTINATION,FOX
85929,POKEMON_STADIUM,MARTH
85930,YOSHIS_STORY,MARTH
85931,YOSHIS_STORY,MARTH
85932,DREAMLAND,MARTH
85933,BATTLEFIELD,MARTH
85934,YOSHIS_STORY,MARTH
85935,FINAL_DESTINATION,MARTH
85936,FOUNTAIN_OF_DREAMS,MARTH
85937,DREAMLAND,MARTH
85938,POKEMON_STADIUM,MARTH
85939,FOUNTAIN_OF_DREAMS,FOX
85940,FINAL_DESTINATION,FOX
85941,FINAL_DESTINATION,MARTH
85942,YOSHIS_STORY,MARTH
85943,BATTLEFIELD,MARTH
85944,BATTLEFIELD,MARTH
85945,YOSHIS_STORY,MARTH
85946,POKEMON_STADIUM,FOX
85947,FINAL_DESTINATION,MARTH
85948,YOSHIS_STORY,MARTH
85949,FOUNTAIN_OF_DREAMS,MARTH
85950,BATTLEFIELD,FOX
85951,DREAMLAND,FOX
85952,FINAL_DESTINATION,MARTH
85953,YOSHIS_STORY,MARTH
85954,DREAMLAND,MARTH
85955,FOUNTAIN_OF_DREAMS,FOX
85956,BATTLEFIELD,FOX
85957,POKEMON_STADIUM,FOX
85958,FINAL_DESTINATION,FOX
85959,FOUNTAIN_OF_DREAMS,FOX
85960,FINAL_DESTINATION,FOX
85961,BATTLEFIELD,FOX
85962,FOUNTAIN_OF_DREAMS,FOX
85963,BATTLEFIELD,MARTH
85964,BATTLEFIELD,MARTH
85965,YOSHIS_STORY,MARTH
85966,DREAMLAND,MARTH
85967,BATTLEFIELD,FOX
85968,DREAMLAND,FOX
85969,FINAL_DESTINATION,FOX
85970,POKEMON_STADIUM,FOX
85971,BATTLEFIELD,FOX
85972,DREAMLAND,FOX
85973,FINAL_DESTINATION,MARTH
85974,BATTLEFIELD,MARTH
85975,YOSHIS_STORY,MARTH
85976,FOUNTAIN_OF_DREAMS,MARTH
85977,DREAMLAND,MARTH
85978,YOSHIS_STORY,MARTH
85979,POKEMON_STADIUM,MARTH
85980,POKEMON_STADIUM,MARTH
85981,BATTLEFIELD,MARTH
85982,FINAL_DESTINATION,MARTH
85983,POKEMON_STADIUM,MARTH
85984,YOSHIS_STORY,MARTH
85985,YOSHIS_STORY,MARTH
85986,POKEMON_STADIUM,FOX
85987,YOSHIS_STORY,MARTH
85988,FOUNTAIN_OF_DREAMS,MARTH
85989,FOUNTAIN_OF_DREAMS,FOX
85990,BATTLEFIELD,FOX
85991,BATTLEFIELD,MARTH
85992,FOUNTAIN_OF_DREAMS,MARTH
85993,POKEMON_STADIUM,FOX
85994,YOSHIS_STORY,FOX
85995,DREAMLAND,MARTH
85996,FOUNTAIN_OF_DREAMS,FOX
85997,FINAL_DESTINATION,MARTH
85998,FINAL_DESTINATION,FOX
85999,BATTLEFIELD,MARTH
86000,DREAMLAND,MARTH
86001,YOSHIS_STORY,FOX
86002,YOSHIS_STORY,MARTH
86003,YOSHIS_STORY,MARTH
86004,FOUNTAIN_OF_DREAMS,MARTH
86005,BATTLEFIELD,MARTH
86006,FOUNTAIN_OF_DREAMS,MARTH
86007,POKEMON_STADIUM,MARTH
86008,DREAMLAND,MARTH
86009,FINAL_DESTINATION,MARTH
86010,DREAMLAND,MARTH
86011,POKEMON_STADIUM,MARTH
86012,FINAL_DESTINATION,FOX
86013,DREAMLAND,FOX
86014,FOUNTAIN_OF_DREAMS,FOX
86015,DREAMLAND,MARTH
86016,FINAL_DESTINATION,MARTH
86017,POKEMON_STADIUM,FOX
86018,YOSHIS_STORY,FOX
86019,YOSHIS_STORY,MARTH
86020,FINAL_DESTINATION,MARTH
86021,DREAMLAND,MARTH
86022,FINAL_DESTINATION,FOX
86023,DREAMLAND,FOX
86024,FINAL_DESTINATION,MARTH
86025,YOSHIS_STORY,MARTH
86026,BATTLEFIELD,FOX
86027,BATTLEFIELD,FOX
86028,DREAMLAND,FOX
86029,FOUNTAIN_OF_DREAMS,MARTH
86030,BATTLEFIELD,FOX
86031,POKEMON_STADIUM,FOX
86032,BATTLEFIELD,MARTH
86033,FINAL_DESTINATION,FOX
86034,DREAMLAND,MARTH
86035,YOSHIS_STORY,FOX
86036,FOUNTAIN_OF_DREAMS,FOX
86037,YOSHIS_STORY,MARTH
86038,BATTLEFIELD,MARTH
86039,FOUNTAIN_OF_DREAMS,FOX
86040,YOSHIS_STORY,FOX
86041,BATTLEFIELD,MARTH
86042,BATTLEFIELD,FOX
86043,YOSHIS_STORY,FOX
86044,POKEMON_STADIUM,FOX
86045,POKEMON_STADIUM,FOX
86046,BATTLEFIELD,MARTH
86047,YOSHIS_STORY,MARTH
86048,POKEMON_STADIUM,MARTH
86049,BATTLEFIELD,FOX
86050,POKEMON_STADIUM,MARTH
86051,YOSHIS_STORY,MARTH
86052,POKEMON_STADIUM,FOX
86053,POKEMON_STADIUM,FOX
86054,BATTLEFIELD,MARTH
86055,DREAMLAND,FOX
86056,YOSHIS_STORY,MARTH
86057,FOUNTAIN_OF_DREAMS,MARTH
86058,FOUNTAIN_OF_DREAMS,FOX
86059,BATTLEFIELD,FOX
86060,FINAL_DESTINATION,MARTH
86061,BATTLEFIELD,MARTH
86062,DREAMLAND,MARTH
86063,FOUNTAIN_OF_DREAMS,FOX
86064,YOSHIS_STORY,FOX
86065,BATTLEFIELD,MARTH
86066,FOUNTAIN_OF_DREAMS,MARTH
86067,BATTLEFIELD,MARTH
86068,DREAMLAND,MARTH
86069,POKEMON_STADIUM,MARTH
86070,DREAMLAND,MARTH
86071,FINAL_DESTINATION,MARTH
86072,YOSHIS_STORY,MARTH
86073,BATTLEFIELD,MARTH
86074,POKEMON_STADIUM,MARTH
86075,YOSHIS_STORY,FOX
86076,FINAL_DESTINATION,MARTH
86077,POKEMON_STADIUM,MARTH
86078,YOSHIS_STORY,MARTH
86079,BATTLEFIELD,MARTH
86080,BATTLEFIELD,MARTH
86081,YOSHIS_STORY,FOX
86082,POKEMON_STADIUM,FOX
86083,FOUNTAIN_OF_DREAMS,MARTH
86084,FOUNTAIN_OF_DREAMS,MARTH
86085,FINAL_DESTINATION,MARTH
86086,DREAMLAND,MARTH
86087,POKEMON_STADIUM,MARTH
86088,POKEMON_STADIUM,FOX
86089,DREAMLAND,FOX
86090,YOSHIS_STORY,MARTH
86091,FOUNTAIN_OF_DREAMS,FOX
86092,DREAMLAND,FOX
86093,YOSHIS_STORY,FOX
86094,FINAL_DESTINATION,FOX
86095,POKEMON_STADIUM,MARTH
86096,YOSHIS_STORY,MARTH
86097,BATTLEFIELD,MARTH
86098,FINAL_DESTINATION,MARTH
86099,FINAL_DESTINATION,MARTH
86100,BATTLEFIELD,FOX
86101,YOSHIS_STORY,FOX
86102,POKEMON_STADIUM,FOX
86103,DREAMLAND,MARTH
86104,FOUNTAIN_OF_DREAMS,FOX
86105,YOSHIS_STORY,MARTH
86106,DREAMLAND,MARTH
86107,YOSHIS_STORY,MARTH
86108,BATTLEFIELD,MARTH
86109,DREAMLAND,MARTH
86110,BATTLEFIELD,FOX
86111,FINAL_DESTINATION,FOX
86112,FOUNTAIN_OF_DREAMS,FOX
86113,FOUNTAIN_OF_DREAMS,MARTH
86114,FOUNTAIN_OF_DREAMS,FOX
86115,YOSHIS_STORY,FOX
86116,POKEMON_STADIUM,FOX
86117,DREAMLAND,MARTH
86118,FINAL_DESTINATION,FOX
86119,POKEMON_STADIUM,FOX
86120,YOSHIS_STORY,FOX
86121,BATTLEFIELD,FOX
86122,YOSHIS_STORY,MARTH
86123,POKEMON_STADIUM,FOX
86124,FOUNTAIN_OF_DREAMS,FOX
86125,POKEMON_STADIUM,MARTH
86126,YOSHIS_STORY,MARTH
86127,BATTLEFIELD,MARTH
86128,POKEMON_STADIUM,FOX
86129,BATTLEFIELD,MARTH
86130,FOUNTAIN_OF_DREAMS,MARTH
86131,FINAL_DESTINATION,MARTH
86132,DREAMLAND,MARTH
86133,BATTLEFIELD,MARTH
86134,POKEMON_STADIUM,FOX
86135,FINAL_DESTINATION,FOX
86136,POKEMON_STADIUM,MARTH
86137,FOUNTAIN_OF_DREAMS,MARTH
86138,DREAMLAND,FOX
86139,POKEMON_STADIUM,FOX
86140,BATTLEFIELD,FOX
86141,FINAL_DESTINATION,MARTH
86142,FINAL_DESTINATION,FOX
86143,DREAMLAND,FOX
86144,FOUNTAIN_OF_DREAMS,FOX
86145,BATTLEFIELD,MARTH
86146,YOSHIS_STORY,FOX
86147,POKEMON_STADIUM,MARTH
86148,FINAL_DESTINATION,MARTH
86149,DREAMLAND,FOX
86150,POKEMON_STADIUM,MARTH
86151,YOSHIS_STORY,MARTH
86152,FOUNTAIN_OF_DREAMS,FOX
86153,POKEMON_STADIUM,MARTH
86154,DREAMLAND,MARTH
86155,FOUNTAIN_OF_DREAMS,FOX
86156,YOSHIS_STORY,FOX
86157,BATTLEFIELD,FOX
86158,FINAL_DESTINATION,FOX
86159,DREAMLAND,FOX
86160,YOSHIS_STORY,MARTH
86161,FINAL_DESTINATION,MARTH
86162,YOSHIS_STORY,MARTH
86163,POKEMON_STADIUM,MARTH
86164,DREAMLAND,MARTH
86165,BATTLEFIELD,MARTH
86166,FOUNTAIN_OF_DREAMS,MARTH
86167,YOSHIS_STORY,MARTH
86168,FOUNTAIN_OF_DREAMS,FOX
86169,FINAL_DESTINATION,MARTH
86170,YOSHIS_STORY,FOX
86171,POKEMON_STADIUM,MARTH
86172,FOUNTAIN_OF_DREAMS,FOX
86173,BATTLEFIELD,MARTH
86174,YOSHIS_STORY,FOX
86175,FOUNTAIN_OF_DREAMS,FOX
86176,POKEMON_STADIUM,FOX
86177,FINAL_DESTINATION,FOX
86178,BATTLEFIELD,FOX
86179,BATTLEFIELD,MARTH
86180,FINAL_DESTINATION,MARTH
86181,POKEMON_STADIUM,MARTH
86182,YOSHIS_STORY,MARTH
86183,FINAL_DESTINATION,FOX
86184,FINAL_DESTINATION,FOX
86185,BATTLEFIELD,FOX
86186,YOSHIS_STORY,MARTH
86187,POKEMON_STADIUM,MARTH
86188,BATTLEFIELD,MARTH
86189,DREAMLAND,MARTH
86190,BATTLEFIELD,MARTH
86191,POKEMON_STADIUM,MARTH
86192,DREAMLAND,FOX
86193,YOSHIS_STORY,MARTH
86194,FINAL_DESTINATION,MARTH
86195,FINAL_DESTINATION,MARTH
86196,DREAMLAND,MARTH
86197,FOUNTAIN_OF_DREAMS,MARTH
86198,POKEMON_STADIUM,MARTH
86199,BATTLEFIELD,MARTH
86200,YOSHIS_STORY,MARTH
86201,FINAL_DESTINATION,MARTH
86202,YOSHIS_STORY,MARTH
86203,POKEMON_STADIUM,MARTH
86204,YOSHIS_STORY,MARTH
86205,BATTLEFIELD,FOX
86206,DREAMLAND,FOX
86207,FINAL_DESTINATION,MARTH
86208,BATTLEFIELD,FOX
86209,FOUNTAIN_OF_DREAMS,FOX
86210,POKEMON_STADIUM,MARTH
86211,DREAMLAND,FOX
86212,BATTLEFIELD,MARTH
86213,BATTLEFIELD,FOX
86214,BATTLEFIELD,FOX
86215,FOUNTAIN_OF_DREAMS,FOX
86216,POKEMON_STADIUM,FOX
86217,YOSHIS_STORY,FOX
86218,FOUNTAIN_OF_DREAMS,FOX
86219,FINAL_DESTINATION,FOX
86220,DREAMLAND,FOX
86221,FOUNTAIN_OF_DREAMS,FOX
86222,YOSHIS_STORY,FOX
86223,BATTLEFIELD,MARTH
86224,DREAMLAND,MARTH
86225,DREAMLAND,MARTH
86226,DREAMLAND,MARTH
86227,BATTLEFIELD,MARTH
86228,POKEMON_STADIUM,FOX
86229,FINAL_DESTINATION,FOX
86230,YOSHIS_STORY,FOX
86231,FOUNTAIN_OF_DREAMS,MARTH
86232,POKEMON_STADIUM,MARTH
86233,FINAL_DESTINATION,MARTH
86234,DREAMLAND,MARTH
86235,YOSHIS_STORY,MARTH
86236,BATTLEFIELD,MARTH
86237,DREAMLAND,MARTH
86238,BATTLEFIELD,FOX
86239,BATTLEFIELD,FOX
86240,BATTLEFIELD,FOX
86241,BATTLEFIELD,FOX
86242,BATTLEFIELD,FOX
86243,BATTLEFIELD,FOX
86244,BATTLEFIELD,FOX
86245,BATTLEFIELD,FOX
86246,BATTLEFIELD,FOX
86247,BATTLEFIELD,FOX
86248,BATTLEFIELD,FOX
86249,BATTLEFIELD,FOX
86250,DREAMLAND,FOX
86251,FINAL_DESTINATION,MARTH
86252,FINAL_DESTINATION,FOX
86253,BATTLEFIELD,MARTH
86254,FINAL_DESTINATION,FOX
86255,FINAL_DESTINATION,MARTH
86256,FINAL_DESTINATION,FOX
86257,FINAL_DESTINATION,MARTH
86258,BATTLEFIELD,MARTH
86259,BATTLEFIELD,FOX
86260,BATTLEFIELD,FOX
86261,BATTLEFIELD,MARTH
86262,FINAL_DESTINATION,MARTH
86263,FINAL_DESTINATION,FOX
86264,FINAL_DESTINATION,FOX
86265,FINAL_DESTINATION,FOX
86266,BATTLEFIELD,MARTH
86267,FINAL_DESTINATION,MARTH
86268,POKEMON_STADIUM,MARTH
86269,BATTLEFIELD,MARTH
86270,FINAL_DESTINATION,MARTH
86271,BATTLEFIELD,FOX
86272,BATTLEFIELD,FOX
86273,FINAL_DESTINATION,FOX
86274,BATTLEFIELD,FOX
86275,FINAL_DESTINATION,MARTH
86276,BATTLEFIELD,FOX
86277,BATTLEFIELD,FOX
86278,BATTLEFIELD,MARTH
86279,BATTLEFIELD,MARTH
86280,FINAL_DESTINATION,FOX
86281,BATTLEFIELD,MARTH
86282,BATTLEFIELD,MARTH
86283,BATTLEFIELD,FOX
86284,BATTLEFIELD,FOX
86285,BATTLEFIELD,MARTH
86286,YOSHIS_STORY,MARTH
86287,FOUNTAIN_OF_DREAMS,MARTH
86288,POKEMON_STADIUM,MARTH
86289,FINAL_DESTINATION,MARTH
86290,BATTLEFIELD,MARTH
86291,BATTLEFIELD,FOX
86292,BATTLEFIELD,MARTH
86293,YOSHIS_STORY,FOX
86294,FINAL_DESTINATION,FOX
86295,BATTLEFIELD,FOX
86296,BATTLEFIELD,FOX
86297,BATTLEFIELD,MARTH
86298,BATTLEFIELD,MARTH
86299,POKEMON_STADIUM,MARTH
86300,BATTLEFIELD,FOX
86301,BATTLEFIELD,MARTH
86302,BATTLEFIELD,FOX
86303,BATTLEFIELD,FOX
86304,BATTLEFIELD,MARTH
86305,POKEMON_STADIUM,MARTH
86306,FINAL_DESTINATION,MARTH
86307,POKEMON_STADIUM,MARTH
86308,YOSHIS_STORY,MARTH
86309,BATTLEFIELD,MARTH
86310,BATTLEFIELD,MARTH
86311,FOUNTAIN_OF_DREAMS,MARTH
86312,YOSHIS_STORY,MARTH
86313,YOSHIS_STORY,MARTH
86314,POKEMON_STADIUM,MARTH
86315,FOUNTAIN_OF_DREAMS,MARTH
86316,DREAMLAND,MARTH
86317,FINAL_DESTINATION,FOX
86318,BATTLEFIELD,FOX
86319,YOSHIS_STORY,FOX
86320,POKEMON_STADIUM,FOX
86321,BATTLEFIELD,FOX
86322,BATTLEFIELD,MARTH
86323,POKEMON_STADIUM,MARTH
86324,BATTLEFIELD,MARTH
86325,POKEMON_STADIUM,MARTH
86326,POKEMON_STADIUM,MARTH
86327,DREAMLAND,MARTH
86328,POKEMON_STADIUM,MARTH
86329,FINAL_DESTINATION,MARTH
86330,BATTLEFIELD,FOX
86331,DREAMLAND,MARTH
86332,FINAL_DESTINATION,FOX
86333,DREAMLAND,FOX
86334,BATTLEFIELD,MARTH
86335,BATTLEFIELD,MARTH
86336,DREAMLAND,FOX
86337,POKEMON_STADIUM,MARTH
86338,BATTLEFIELD,FOX
86339,FOUNTAIN_OF_DREAMS,MARTH
86340,FOUNTAIN_OF_DREAMS,MARTH
86341,FINAL_DESTINATION,MARTH
86342,YOSHIS_STORY,MARTH
86343,DREAMLAND,MARTH
86344,YOSHIS_STORY,FOX
86345,POKEMON_STADIUM,FOX
86346,BATTLEFIELD,MARTH
86347,BATTLEFIELD,FOX
86348,FINAL_DESTINATION,FOX
86349,BATTLEFIELD,MARTH
86350,DREAMLAND,MARTH
86351,BATTLEFIELD,FOX
86352,DREAMLAND,MARTH
86353,FINAL_DESTINATION,MARTH
86354,BATTLEFIELD,FOX
86355,YOSHIS_STORY,MARTH
86356,BATTLEFIELD,MARTH
86357,BATTLEFIELD,MARTH
86358,POKEMON_STADIUM,MARTH
86359,DREAMLAND,MARTH
86360,YOSHIS_STORY,MARTH
86361,BATTLEFIELD,FOX
86362,BATTLEFIELD,FOX
86363,BATTLEFIELD,MARTH
86364,YOSHIS_STORY,FOX
86365,BATTLEFIELD,FOX
86366,BATTLEFIELD,FOX
86367,BATTLEFIELD,MARTH
86368,DREAMLAND,MARTH
86369,BATTLEFIELD,MARTH
86370,FOUNTAIN_OF_DREAMS,FOX
86371,YOSHIS_STORY,FOX
86372,BATTLEFIELD,MARTH
86373,YOSHIS_STORY,MARTH
86374,YOSHIS_STORY,MARTH
86375,POKEMON_STADIUM,FOX
86376,FINAL_DESTINATION,MARTH
86377,BATTLEFIELD,MARTH
86378,POKEMON_STADIUM,MARTH
86379,YOSHIS_STORY,MARTH
86380,BATTLEFIELD,MARTH
86381,YOSHIS_STORY,MARTH
86382,BATTLEFIELD,FOX
86383,BATTLEFIELD,FOX
86384,BATTLEFIELD,MARTH
86385,BATTLEFIELD,FOX
86386,BATTLEFIELD,FOX
86387,BATTLEFIELD,MARTH
86388,BATTLEFIELD,MARTH
86389,POKEMON_STADIUM,MARTH
86390,BATTLEFIELD,FOX
86391,BATTLEFIELD,FOX
86392,BATTLEFIELD,FOX
86393,BATTLEFIELD,FOX
86394,BATTLEFIELD,FOX
86395,BATTLEFIELD,FOX
86396,BATTLEFIELD,MARTH
86397,POKEMON_STADIUM,MARTH
86398,BATTLEFIELD,FOX
86399,POKEMON_STADIUM,FOX
86400,FINAL_DESTINATION,MARTH
86401,FINAL_DESTINATION,MARTH
86402,FOUNTAIN_OF_DREAMS,MARTH
86403,CORNERIA,MARTH
86404,FOUNTAIN_OF_DREAMS,MARTH
86405,YOSHIS_STORY,MARTH
86406,POKEMON_STADIUM,MARTH
86407,DREAMLAND,MARTH
86408,FOUNTAIN_OF_DREAMS,FOX
86409,POKEMON_STADIUM,FOX
86410,FINAL_DESTINATION,FOX
86411,DREAMLAND,FOX
86412,FOUNTAIN_OF_DREAMS,FOX
86413,POKEMON_STADIUM,MARTH
86414,YOSHIS_STORY,MARTH
86415,DREAMLAND,MARTH
86416,POKEMON_STADIUM,FOX
86417,BATTLEFIELD,MARTH
86418,POKEMON_STADIUM,FOX
86419,FOUNTAIN_OF_DREAMS,MARTH
86420,YOSHIS_STORY,MARTH
86421,FINAL_DESTINATION,MARTH
86422,DREAMLAND,FOX
86423,FINAL_DESTINATION,MARTH
86424,YOSHIS_STORY,MARTH
86425,FINAL_DESTINATION,FOX
86426,FINAL_DESTINATION,FOX
86427,POKEMON_STADIUM,MARTH
86428,FOUNTAIN_OF_DREAMS,FOX
86429,FOUNTAIN_OF_DREAMS,FOX
86430,FINAL_DESTINATION,FOX
86431,FINAL_DESTINATION,FOX
86432,YOSHIS_STORY,FOX
86433,FOUNTAIN_OF_DREAMS,FOX
86434,DREAMLAND,FOX
86435,FINAL_DESTINATION,FOX
86436,YOSHIS_STORY,FOX
86437,FOUNTAIN_OF_DREAMS,FOX
86438,BATTLEFIELD,FOX
86439,FOUNTAIN_OF_DREAMS,FOX
86440,FINAL_DESTINATION,FOX
86441,BATTLEFIELD,FOX
86442,YOSHIS_STORY,FOX
86443,POKEMON_STADIUM,FOX
86444,DREAMLAND,FOX
86445,FOUNTAIN_OF_DREAMS,FOX
86446,BATTLEFIELD,FOX
86447,DREAMLAND,FOX
86448,POKEMON_STADIUM,FOX
86449,YOSHIS_STORY,FOX
86450,FINAL_DESTINATION,FOX
86451,POKEMON_STADIUM,FOX
86452,YOSHIS_STORY,FOX
86453,DREAMLAND,FOX
86454,FOUNTAIN_OF_DREAMS,FOX
86455,BATTLEFIELD,FOX
86456,FINAL_DESTINATION,FOX
86457,YOSHIS_STORY,FOX
86458,FOUNTAIN_OF_DREAMS,MARTH
86459,FINAL_DESTINATION,MARTH
86460,POKEMON_STADIUM,MARTH
86461,FOUNTAIN_OF_DREAMS,MARTH
86462,FINAL_DESTINATION,FOX
86463,BATTLEFIELD,MARTH
86464,YOSHIS_STORY,MARTH
86465,BATTLEFIELD,FOX
86466,FOUNTAIN_OF_DREAMS,FOX
86467,POKEMON_STADIUM,MARTH
86468,POKEMON_STADIUM,FOX
86469,DREAMLAND,FOX
86470,YOSHIS_STORY,MARTH
86471,YOSHIS_STORY,FOX
86472,FOUNTAIN_OF_DREAMS,MARTH
86473,YOSHIS_STORY,FOX
86474,BATTLEFIELD,FOX
86475,POKEMON_STADIUM,FOX
86476,POKEMON_STADIUM,FOX
86477,FINAL_DESTINATION,FOX
86478,DREAMLAND,MARTH
86479,BATTLEFIELD,FOX
86480,FINAL_DESTINATION,MARTH
86481,BATTLEFIELD,MARTH
86482,YOSHIS_STORY,MARTH
86483,FOUNTAIN_OF_DREAMS,MARTH
86484,FINAL_DESTINATION,FOX
86485,BATTLEFIELD,FOX
86486,DREAMLAND,MARTH
86487,DREAMLAND,FOX
86488,YOSHIS_STORY,FOX
86489,FINAL_DESTINATION,FOX
86490,BATTLEFIELD,MARTH
86491,POKEMON_STADIUM,MARTH
86492,YOSHIS_STORY,MARTH
86493,DREAMLAND,FOX
86494,FOUNTAIN_OF_DREAMS,MARTH
86495,YOSHIS_STORY,MARTH
86496,DREAMLAND,MARTH
86497,FINAL_DESTINATION,FOX
86498,FINAL_DESTINATION,MARTH
86499,FOUNTAIN_OF_DREAMS,MARTH
86500,DREAMLAND,MARTH
86501,FINAL_DESTINATION,FOX
86502,FOUNTAIN_OF_DREAMS,MARTH
86503,BATTLEFIELD,MARTH
86504,FOUNTAIN_OF_DREAMS,FOX
86505,DREAMLAND,MARTH
86506,FINAL_DESTINATION,MARTH
86507,YOSHIS_STORY,FOX
86508,FOUNTAIN_OF_DREAMS,MARTH
86509,BATTLEFIELD,FOX
86510,YOSHIS_STORY,MARTH
86511,POKEMON_STADIUM,MARTH
86512,DREAMLAND,MARTH
86513,FINAL_DESTINATION,MARTH
86514,POKEMON_STADIUM,MARTH
86515,FINAL_DESTINATION,MARTH
86516,FOUNTAIN_OF_DREAMS,MARTH
86517,BATTLEFIELD,FOX
86518,FOUNTAIN_OF_DREAMS,MARTH
86519,FINAL_DESTINATION,FOX
86520,DREAMLAND,MARTH
86521,POKEMON_STADIUM,FOX
86522,YOSHIS_STORY,MARTH
86523,BATTLEFIELD,FOX
86524,DREAMLAND,FOX
86525,POKEMON_STADIUM,FOX
86526,BATTLEFIELD,MARTH
86527,DREAMLAND,MARTH
86528,YOSHIS_STORY,MARTH
86529,FINAL_DESTINATION,FOX
86530,FINAL_DESTINATION,FOX
86531,POKEMON_STADIUM,MARTH
86532,POKEMON_STADIUM,FOX
86533,BATTLEFIELD,MARTH
86534,YOSHIS_STORY,FOX
86535,FINAL_DESTINATION,FOX
86536,FINAL_DESTINATION,MARTH
86537,POKEMON_STADIUM,FOX
86538,BATTLEFIELD,FOX
86539,DREAMLAND,FOX
86540,FOUNTAIN_OF_DREAMS,FOX
86541,POKEMON_STADIUM,MARTH
86542,FINAL_DESTINATION,MARTH
86543,YOSHIS_STORY,MARTH
86544,DREAMLAND,MARTH
86545,BATTLEFIELD,MARTH
86546,DREAMLAND,FOX
86547,FOUNTAIN_OF_DREAMS,FOX
86548,FINAL_DESTINATION,FOX
86549,POKEMON_STADIUM,FOX
86550,FINAL_DESTINATION,MARTH
86551,DREAMLAND,FOX
86552,BATTLEFIELD,FOX
86553,YOSHIS_STORY,FOX
86554,FOUNTAIN_OF_DREAMS,MARTH
86555,YOSHIS_STORY,MARTH
86556,POKEMON_STADIUM,MARTH
86557,DREAMLAND,FOX
86558,BATTLEFIELD,MARTH
86559,FINAL_DESTINATION,MARTH
86560,FINAL_DESTINATION,MARTH
86561,FINAL_DESTINATION,FOX
86562,FOUNTAIN_OF_DREAMS,MARTH
86563,POKEMON_STADIUM,MARTH
86564,FOUNTAIN_OF_DREAMS,MARTH
86565,POKEMON_STADIUM,FOX
86566,DREAMLAND,MARTH
86567,DREAMLAND,FOX
86568,YOSHIS_STORY,FOX
86569,FOUNTAIN_OF_DREAMS,FOX
86570,YOSHIS_STORY,FOX
86571,DREAMLAND,FOX
86572,POKEMON_STADIUM,MARTH
86573,YOSHIS_STORY,MARTH
